2026-04-12T19:57:39.348729200Z fps:7045.019333308804 fps1:437.98177995795373 fps01:95.52558175079287 tps:19.99932365923625 ttu:6.0569999999999995 ttu1:6.0569999999999995 lf:0
2026-04-12T19:57:39.394732900Z fps:7045.019333308804 fps1:397.19895298355993 fps01:95.52558175079287 tps:19.99932365923625 ttu:15.8594 ttu1:15.8594 lf:0
2026-04-12T19:57:39.444099700Z fps:7045.019333308804 fps1:652.1540648762864 fps01:397.03021399928537 tps:19.99932365923625 ttu:8.349 ttu1:15.8594 lf:0
2026-04-12T19:57:39.494180300Z fps:7045.019333308804 fps1:583.9654759610612 fps01:413.68468952964054 tps:19.99932365923625 ttu:8.493 ttu1:15.8594 lf:0
2026-04-12T19:57:39.542440300Z fps:7045.019333308804 fps1:562.2273197499213 fps01:431.5367021965218 tps:19.99932365923625 ttu:7.8831999999999995 ttu1:15.8594 lf:0
2026-04-12T19:57:39.595653600Z fps:7045.019333308804 fps1:641.042078002 fps01:470.0352526439483 tps:19.99932365923625 ttu:5.0168 ttu1:15.8594 lf:0
2026-04-12T19:57:39.644946500Z fps:7045.019333308804 fps1:592.5083247419626 fps01:432.8442193654504 tps:19.821200875383518 ttu:9.9528 ttu1:15.8594 lf:0
2026-04-12T19:57:39.694183Z fps:7045.019333308804 fps1:602.8999487535043 fps01:381.6211265455656 tps:19.821200875383518 ttu:9.2478 ttu1:15.8594 lf:0
2026-04-12T19:57:39.743977400Z fps:8533.7481760862 fps1:558.3161185863436 fps01:381.6211265455656 tps:19.821200875383518 ttu:7.1488 ttu1:15.8594 lf:0
2026-04-12T19:57:39.793116Z fps:8533.7481760862 fps1:645.3028406231044 fps01:473.5745406326956 tps:19.821200875383518 ttu:8.1566 ttu1:15.8594 lf:0
2026-04-12T19:57:39.843513500Z fps:8533.7481760862 fps1:837.2264362619514 fps01:618.6970240673143 tps:19.821200875383518 ttu:6.444999999999999 ttu1:15.8594 lf:0
2026-04-12T19:57:39.894074200Z fps:8533.7481760862 fps1:799.8464294855388 fps01:559.2841163310962 tps:19.821200875383518 ttu:6.7566 ttu1:15.8594 lf:0
2026-04-12T19:57:39.944124200Z fps:8533.7481760862 fps1:548.3297874673743 fps01:177.36471506358524 tps:19.821200875383518 ttu:6.7556 ttu1:15.8594 lf:0
2026-04-12T19:57:39.993180200Z fps:8533.7481760862 fps1:572.6688084480103 fps01:177.36471506358524 tps:19.821200875383518 ttu:7.2406 ttu1:15.8594 lf:0
2026-04-12T19:57:40.042705200Z fps:8533.7481760862 fps1:733.385159217918 fps01:492.8536224741252 tps:19.821200875383518 ttu:5.8024 ttu1:15.8594 lf:0
2026-04-12T19:57:40.093580400Z fps:8533.7481760862 fps1:572.7868946358508 fps01:213.28783192918843 tps:19.821200875383518 ttu:5.5958 ttu1:15.8594 lf:0
2026-04-12T19:57:40.142980700Z fps:8533.7481760862 fps1:302.6478661812195 fps01:75.84721337338067 tps:19.821200875383518 ttu:6.2462 ttu1:15.8594 lf:0
2026-04-12T19:57:40.193757400Z fps:8533.7481760862 fps1:150.4530894789659 fps01:28.81902516765468 tps:20.038897321418812 ttu:5.2644 ttu1:15.8594 lf:0
2026-04-12T19:57:40.242701900Z fps:7981.642422419476 fps1:148.3483634950281 fps01:28.81902516765468 tps:20.038897321418812 ttu:7.0854 ttu1:15.8594 lf:0
2026-04-12T19:57:40.293269500Z fps:7981.642422419476 fps1:156.90384775305844 fps01:28.81902516765468 tps:20.038897321418812 ttu:5.0464 ttu1:15.8594 lf:0
2026-04-12T19:57:40.341900600Z fps:7981.642422419476 fps1:156.90384775305844 fps01:28.81902516765468 tps:20.038897321418812 ttu:6.5074000000000005 ttu1:15.8594 lf:0
2026-04-12T19:57:40.391222200Z fps:7981.642422419476 fps1:156.90384775305844 fps01:28.81902516765468 tps:20.038897321418812 ttu:2.6102 ttu1:15.8594 lf:0
2026-04-12T19:57:40.441757500Z fps:7981.642422419476 fps1:41.9621501405732 fps01:6.872209882787589 tps:20.038897321418812 ttu:2.6786 ttu1:15.8594 lf:0
2026-04-12T19:57:40.491818Z fps:7981.642422419476 fps1:38.46624317897343 fps01:6.872209882787589 tps:20.038897321418812 ttu:2.4246 ttu1:15.8594 lf:0
2026-04-12T19:57:40.541359400Z fps:7981.642422419476 fps1:38.354485192675675 fps01:6.872209882787589 tps:20.038897321418812 ttu:2.5826000000000002 ttu1:15.8594 lf:0
2026-04-12T19:57:40.591426100Z fps:7981.642422419476 fps1:38.05939701736118 fps01:6.872209882787589 tps:20.038897321418812 ttu:3.0466 ttu1:15.8594 lf:0
2026-04-12T19:57:40.641001900Z fps:7981.642422419476 fps1:37.960532434427925 fps01:6.872209882787589 tps:20.038897321418812 ttu:3.2489999999999997 ttu1:15.8594 lf:0
2026-04-12T19:57:40.691074500Z fps:7981.642422419476 fps1:37.960532434427925 fps01:6.872209882787589 tps:20.038897321418812 ttu:2.4266 ttu1:15.8594 lf:0
2026-04-12T19:57:40.741616700Z fps:499.1555123970541 fps1:37.960532434427925 fps01:6.872209882787589 tps:20.080779499349656 ttu:2.4708 ttu1:15.8594 lf:0
2026-04-12T19:57:40.791693300Z fps:499.1555123970541 fps1:37.960532434427925 fps01:6.872209882787589 tps:20.080779499349656 ttu:2.6598 ttu1:15.8594 lf:0
2026-04-12T19:57:40.841249800Z fps:499.1555123970541 fps1:37.960532434427925 fps01:6.872209882787589 tps:20.080779499349656 ttu:2.8556000000000004 ttu1:15.8594 lf:0
2026-04-12T19:57:40.891799Z fps:499.1555123970541 fps1:37.960532434427925 fps01:6.872209882787589 tps:20.080779499349656 ttu:2.557 ttu1:15.8594 lf:0
2026-04-12T19:57:40.941339Z fps:499.1555123970541 fps1:42.77948586758295 fps01:6.872209882787589 tps:20.080779499349656 ttu:3.1550000000000002 ttu1:15.8594 lf:0
2026-04-12T19:57:40.991885700Z fps:499.1555123970541 fps1:42.77948586758295 fps01:6.872209882787589 tps:20.080779499349656 ttu:2.5806 ttu1:15.8594 lf:0
2026-04-12T19:57:41.041426400Z fps:499.1555123970541 fps1:42.250551686578646 fps01:6.872209882787589 tps:20.080779499349656 ttu:2.4823999999999997 ttu1:15.8594 lf:0
2026-04-12T19:57:41.099482600Z fps:499.1555123970541 fps1:42.250551686578646 fps01:6.872209882787589 tps:20.080779499349656 ttu:2.501 ttu1:15.8594 lf:0
